checkingAccountStatus	durationMonths	creditHistory	purpose	creditAmount	savingsAccount	employmentSince	installmentRatePercent	personalStatusSex	otherDebtors	residenceSince	property	ageYears	otherInstallments	housing	existingCreditsThisBank	job	dependentsCount	telephone	foreignWorker	targetClass	creditHistory_A30	creditHistory_A31	creditHistory_A32	creditHistory_A33	creditHistory_A34	creditHistory_predicted
A13	s3_15_24	A32	A46	s1_below_1262	A61	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.0388165	0.115431	0.75666	0.0415891	0.0475034	A32
A12	s3_15_24	A32	A40	s5_4720_up	A61	A74	s3_3_up	A93	A101	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A14	s5_30_up	A34	A40	s5_4720_up	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A142	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0699325	0.228351	0.285008	0.158937	0.257772	A32
A11	s2_12_15	A32	A43	s2_1262_1906	A63	A75	s3_3_up	A94	A101	s1_below_2	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0281732	0.0139634	0.720809	0.0301856	0.206869	A32
A14	s5_30_up	A34	A43	s4_2852_4720	A65	A75	s3_3_up	A93	A101	s1_below_2	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.00936033	0.0510315	0.581602	0.0601735	0.297833	A32
A11	s5_30_up	A32	A43	s5_4720_up	A65	A74	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.01669	0.00827204	0.630353	0.0178822	0.326803	A32
A11	s1_below_12	A34	A42	s3_1906_2852	A65	A72	s2_2_3	A92	A102	s2_2_up	A121	s2_26_30	A143	A151	s2_2_up	A173	s1_below_2	A191	A202	0	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A11	s5_30_up	A34	A42	s4_2852_4720	A63	A73	s1_below_2	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0843034	0.00696384	0.102709	0.0150542	0.790969	A34
A12	s2_12_15	A34	A40	s3_1906_2852	A63	A74	s3_3_up	A91	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A11	s3_15_24	A32	A43	s2_1262_1906	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A14	s4_24_30	A34	A41	s4_2852_4720	A61	A75	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A143	A151	s2_2_up	A174	s1_below_2	A192	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A14	s2_12_15	A32	A42	s2_1262_1906	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0129915	0.0708282	0.886362	0.0139194	0.0158989	A32
A13	s1_below_12	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A12	s3_15_24	A32	A42	s3_1906_2852	A65	A72	s3_3_up	A92	A101	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A11	s2_12_15	A34	A40	s3_1906_2852	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0888485	0.0440357	0.108247	0.0158658	0.743003	A34
A11	s2_12_15	A32	A43	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s4_36_45	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.212133	0.0175232	0.689195	0.0378809	0.0432679	A32
A12	s2_12_15	A32	A45	s1_below_1262	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A12	s2_12_15	A34	A41	s2_1262_1906	A61	A71	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.0170856	0.00846807	0.124895	0.201366	0.648186	A34
A11	s2_12_15	A34	A40	s4_2852_4720	A61	A73	s3_3_up	A92	A102	s2_2_up	A121	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.461123	0.0857043	0.210675	0.0308788	0.21162	A30
A12	s5_30_up	A32	A40	s5_4720_up	A65	A74	s1_below_2	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A11	s5_30_up	A33	A46	s5_4720_up	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A142	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0449097	0.146644	0.0305047	0.612405	0.165537	A33
A14	s3_15_24	A32	A42	s3_1906_2852	A61	A72	s2_2_3	A93	A101	s2_2_up	A122	s2_26_30	A141	A152	s2_2_up	A172	s1_below_2	A191	A201	1	0.0894674	0.175283	0.243081	0.0488004	0.443368	A34
A14	s3_15_24	A32	A42	s3_1906_2852	A61	A73	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s2_2_up	A173	s1_below_2	A191	A201	1	0.325151	0.106172	0.392635	0.0295591	0.146484	A32
A14	s5_30_up	A32	A43	s5_4720_up	A62	A74	s2_2_3	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A14	s2_12_15	A34	A43	s1_below_1262	A65	A75	s3_3_up	A92	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0387343	0.115187	0.283147	0.0415011	0.521431	A34
A14	s4_24_30	A33	A41	s5_4720_up	A64	A73	s2_2_3	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0357636	0.0177254	0.0435718	0.421499	0.48144	A34
A12	s2_12_15	A32	A43	s1_below_1262	A63	A73	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.00936033	0.0510315	0.581602	0.0601735	0.297833	A32
A12	s3_15_24	A34	A43	s3_1906_2852	A65	A74	s3_3_up	A93	A103	s2_2_up	A121	s3_30_36	A141	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.129186	0.0421831	0.204747	0.129186	0.494698	A34
A13	s2_12_15	A32	A43	s2_1262_1906	A61	A73	s2_2_3	A92	A101	s2_2_up	A123	s4_36_45	A143	A151	s1_below_2	A172	s1_below_2	A192	A201	1	0.148167	0.0122393	0.631808	0.0264585	0.181326	A32
A13	s1_below_12	A32	A40	s1_below_1262	A64	A72	s2_2_3	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A171	s1_below_2	A191	A202	1	0.0429477	0.0212861	0.837192	0.0460154	0.0525592	A32
A12	s5_30_up	A32	A43	s5_4720_up	A61	A72	s3_3_up	A92	A101	s1_below_2	A124	s3_30_36	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.01669	0.00827204	0.630353	0.0178822	0.326803	A32
A11	s4_24_30	A32	A43	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A174	s1_below_2	A191	A201	1	0.0171336	0.00849185	0.751475	0.201931	0.0209679	A32
A11	s3_15_24	A32	A42	s3_1906_2852	A61	A73	s2_2_3	A93	A101	s2_2_up	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0129915	0.0708282	0.886362	0.0139194	0.0158989	A32
A14	s3_15_24	A34	A42	s3_1906_2852	A61	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A12	s5_30_up	A31	A49	s4_2852_4720	A62	A74	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.221376	0.10972	0.514899	0.129376	0.024629	A32
A11	s1_below_12	A34	A40	s1_below_1262	A61	A75	s1_below_2	A92	A101	s2_2_up	A124	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0170776	0.00846412	0.0208061	0.201272	0.75238	A34
A14	s2_12_15	A34	A40	s1_below_1262	A62	A74	s3_3_up	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A11	s5_30_up	A34	A42	s5_4720_up	A61	A73	s3_3_up	A93	A103	s2_2_up	A122	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A14	s3_15_24	A34	A43	s2_1262_1906	A64	A75	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0103342	0.00512189	0.0755425	0.0110723	0.897929	A34
A14	s1_below_12	A32	A43	s2_1262_1906	A62	A75	s2_2_3	A93	A101	s2_2_up	A124	s4_36_45	A141	A153	s1_below_2	A173	s2_2_up	A192	A201	1	0.0159636	0.187654	0.585533	0.0957816	0.115069	A32
A14	s1_below_12	A32	A43	s3_1906_2852	A61	A73	s1_below_2	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A202	1	0.00746131	0.0221881	0.736316	0.0879368	0.146098	A32
A13	s5_30_up	A32	A43	s5_4720_up	A61	A73	s3_3_up	A93	A101	s1_below_2	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0104989	0.0572387	0.908165	0.0112488	0.0128484	A32
A12	s4_24_30	A34	A41	s5_4720_up	A64	A75	s2_2_3	A92	A101	s2_2_up	A124	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	0	0.0240463	0.011918	0.761705	0.0257639	0.176567	A32
A12	s4_24_30	A33	A49	s5_4720_up	A62	A74	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A151	s1_below_2	A174	s1_below_2	A192	A201	0	0.0220036	0.0109056	0.562959	0.377204	0.0269278	A32
A11	s2_12_15	A32	A42	s2_1262_1906	A61	A73	s2_2_3	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A11	s1_below_12	A34	A45	s2_1262_1906	A62	A75	s3_3_up	A93	A103	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A173	s2_2_up	A191	A202	0	0.0348482	0.0172717	0.254739	0.224024	0.469117	A34
A11	s2_12_15	A31	A48	s1_below_1262	A61	A75	s3_3_up	A94	A101	s1_below_2	A123	s5_45_up	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.0704032	0.827597	0.0318807	0.0384017	0.0317175	A31
A12	s4_24_30	A32	A40	s4_2852_4720	A62	A74	s2_2_3	A93	A101	s2_2_up	A123	s4_36_45	A141	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.0141871	0.305746	0.038546	0.123814	0.517707	A34
A14	s1_below_12	A34	A43	s2_1262_1906	A65	A73	s1_below_2	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A14	s4_24_30	A34	A43	s4_2852_4720	A62	A75	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s1_below_2	A173	s2_2_up	A192	A201	0	0.00746131	0.0221881	0.736316	0.0879368	0.146098	A32
A14	s3_15_24	A34	A40	s1_below_1262	A61	A72	s3_3_up	A92	A101	s1_below_2	A122	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.21152	0.0174725	0.0429502	0.0377715	0.690286	A34
A14	s3_15_24	A32	A44	s2_1262_1906	A63	A74	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A12	s1_below_12	A32	A40	s5_4720_up	A61	A71	s2_2_3	A93	A101	s2_2_up	A124	s5_45_up	A141	A153	s1_below_2	A174	s1_below_2	A192	A201	1	0.0257664	0.0504812	0.711737	0.0843265	0.127689	A32
A14	s5_30_up	A32	A40	s1_below_1262	A63	A75	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A14	s1_below_12	A32	A42	s4_2852_4720	A63	A73	s1_below_2	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0125733	0.0997066	0.628055	0.0134714	0.246194	A32
A11	s3_15_24	A32	A42	s1_below_1262	A61	A71	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.012915	0.00640104	0.7238	0.0830253	0.173859	A32
A12	s1_below_12	A32	A42	s2_1262_1906	A64	A72	s3_3_up	A92	A101	s1_below_2	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A14	s4_24_30	A32	A42	s4_2852_4720	A61	A74	s2_2_3	A92	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A12	s4_24_30	A34	A49	s3_1906_2852	A61	A75	s3_3_up	A91	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.223527	0.0184643	0.0453882	0.43907	0.27355	A33
A11	s3_15_24	A30	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A151	s2_2_up	A173	s2_2_up	A191	A201	0	0.0888485	0.0440357	0.108247	0.0158658	0.743003	A34
A14	s2_12_15	A32	A42	s1_below_1262	A61	A73	s3_3_up	A92	A101	s1_below_2	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A12	s4_24_30	A33	A42	s3_1906_2852	A61	A71	s3_3_up	A92	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.012915	0.00640104	0.7238	0.0830253	0.173859	A32
A12	s1_below_12	A32	A43	s2_1262_1906	A61	A73	s3_3_up	A93	A103	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A202	1	0.00858887	0.0255413	0.84759	0.0552142	0.063066	A32
A11	s3_15_24	A33	A46	s4_2852_4720	A61	A72	s2_2_3	A93	A101	s1_below_2	A122	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0964662	0.0478113	0.117528	0.62014	0.118055	A33
A14	s5_30_up	A31	A41	s5_4720_up	A65	A71	s3_3_up	A92	A101	s1_below_2	A121	s5_45_up	A141	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.041667	0.897966	0.0188681	0.0227274	0.0187715	A31
A11	s2_12_15	A32	A42	s3_1906_2852	A61	A73	s2_2_3	A91	A101	s1_below_2	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0348814	0.0172882	0.467467	0.224238	0.256126	A32
A11	s1_below_12	A34	A43	s1_below_1262	A63	A75	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0103342	0.00512189	0.0755425	0.0110723	0.897929	A34
A14	s2_12_15	A32	A43	s3_1906_2852	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A151	s2_2_up	A174	s2_2_up	A192	A201	1	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A11	s3_15_24	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A14	s5_30_up	A33	A49	s5_4720_up	A61	A72	s1_below_2	A91	A101	s1_below_2	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0964662	0.0478113	0.117528	0.62014	0.118055	A33
A12	s5_30_up	A33	A49	s4_2852_4720	A61	A73	s2_2_3	A91	A101	s2_2_up	A121	s3_30_36	A142	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.155317	0.0845265	0.0175831	0.647156	0.0954169	A33
A11	s3_15_24	A31	A40	s2_1262_1906	A65	A73	s3_3_up	A93	A101	s2_2_up	A122	s4_36_45	A143	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A14	s4_24_30	A34	A42	s4_2852_4720	A64	A73	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0185695	0.00920356	0.4751	0.0198959	0.477231	A34
A12	s3_15_24	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A141	A152	s1_below_2	A173	s2_2_up	A192	A201	0	0.015523	0.182475	0.569373	0.0508027	0.181826	A32
A14	s3_15_24	A34	A43	s2_1262_1906	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A12	s1_below_12	A31	A41	s5_4720_up	A61	A75	s2_2_3	A92	A101	s2_2_up	A124	s5_45_up	A141	A153	s1_below_2	A174	s2_2_up	A192	A201	0	0.041667	0.897966	0.0188681	0.0227274	0.0187715	A31
A12	s3_15_24	A34	A40	s1_below_1262	A61	A71	s2_2_3	A93	A101	s2_2_up	A123	s5_45_up	A143	A153	s2_2_up	A171	s1_below_2	A192	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A11	s2_12_15	A32	A43	s1_below_1262	A62	A74	s3_3_up	A94	A101	s1_below_2	A122	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A12	s3_15_24	A30	A42	s4_2852_4720	A61	A73	s1_below_2	A92	A101	s2_2_up	A123	s3_30_36	A141	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.494427	0.161446	0.0373153	0.269688	0.0371242	A30
A14	s4_24_30	A32	A49	s4_2852_4720	A64	A73	s2_2_3	A93	A101	s2_2_up	A122	s5_45_up	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	1	0.279616	0.0230976	0.340665	0.299589	0.0570321	A32
A12	s5_30_up	A30	A49	s4_2852_4720	A62	A74	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s1_below_2	A172	s2_2_up	A191	A201	0	0.221376	0.10972	0.514899	0.129376	0.024629	A32
A12	s4_24_30	A32	A49	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s2_2_up	A192	A201	1	0.0220036	0.0109056	0.562959	0.377204	0.0269278	A32
A14	s1_below_12	A32	A43	s3_1906_2852	A61	A74	s2_2_3	A94	A101	s2_2_up	A121	s2_26_30	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A12	s5_30_up	A32	A43	s4_2852_4720	A62	A73	s3_3_up	A93	A103	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0104989	0.0572387	0.908165	0.0112488	0.0128484	A32
A12	s1_below_12	A34	A46	s2_1262_1906	A61	A75	s2_2_3	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A14	s1_below_12	A34	A43	s2_1262_1906	A61	A73	s1_below_2	A92	A101	s1_below_2	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A12	s2_12_15	A32	A42	s1_below_1262	A62	A72	s3_3_up	A92	A101	s2_2_up	A123	s2_26_30	A141	A151	s2_2_up	A173	s1_below_2	A191	A201	1	0.0542852	0.106355	0.270402	0.177661	0.391298	A34
A12	s4_24_30	A32	A41	s3_1906_2852	A65	A75	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A141	A153	s1_below_2	A173	s1_below_2	A192	A201	1	0.218382	0.0713083	0.346114	0.0198529	0.344343	A32
A12	s3_15_24	A33	A42	s4_2852_4720	A61	A75	s3_3_up	A91	A101	s2_2_up	A124	s4_36_45	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.0348814	0.0172882	0.467467	0.224238	0.256126	A32
A14	s1_below_12	A34	A46	s1_below_1262	A63	A75	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A11	s2_12_15	A32	A40	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0429477	0.0212861	0.837192	0.0460154	0.0525592	A32
A14	s4_24_30	A33	A49	s5_4720_up	A61	A74	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.107308	0.00886415	0.0217895	0.402406	0.459632	A34
A11	s2_12_15	A32	A48	s1_below_1262	A61	A74	s3_3_up	A94	A101	s2_2_up	A122	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A14	s2_12_15	A34	A40	s2_1262_1906	A61	A75	s3_3_up	A93	A101	s1_below_2	A121	s4_36_45	A143	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A11	s5_30_up	A34	A41	s5_4720_up	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A174	s2_2_up	A192	A201	0	0.0179695	0.053437	0.131356	0.115518	0.681719	A34
A14	s2_12_15	A34	A42	s3_1906_2852	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0239676	0.011879	0.0292004	0.0256796	0.909273	A34
A12	s2_12_15	A34	A44	s2_1262_1906	A61	A74	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0898622	0.0445381	0.109482	0.096281	0.659837	A34
A11	s4_24_30	A32	A49	s5_4720_up	A61	A73	s2_2_3	A94	A101	s2_2_up	A123	s1_below_26	A142	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0890643	0.290822	0.362979	0.202419	0.0547153	A32
A14	s2_12_15	A32	A41	s2_1262_1906	A64	A74	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A202	1	0.0134138	0.0398895	0.751752	0.0143719	0.180573	A32
A14	s1_below_12	A34	A43	s4_2852_4720	A65	A73	s1_below_2	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A173	s2_2_up	A191	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A14	s5_30_up	A32	A43	s4_2852_4720	A65	A75	s2_2_3	A92	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A11	s4_24_30	A30	A49	s5_4720_up	A61	A71	s2_2_3	A93	A101	s2_2_up	A122	s5_45_up	A142	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.217458	0.118345	0.147708	0.494224	0.0222654	A33
A13	s5_30_up	A33	A49	s3_1906_2852	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.364389	0.0602002	0.147982	0.130139	0.297291	A30
A14	s5_30_up	A34	A43	s4_2852_4720	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.00936033	0.0510315	0.581602	0.0601735	0.297833	A32
A12	s1_below_12	A34	A48	s1_below_1262	A65	A74	s1_below_2	A92	A101	s2_2_up	A122	s4_36_45	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0898622	0.0445381	0.109482	0.096281	0.659837	A34
A11	s3_15_24	A30	A49	s4_2852_4720	A61	A74	s3_3_up	A93	A101	s1_below_2	A122	s3_30_36	A141	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.24026	0.470714	0.207704	0.0714824	0.00984001	A31
A13	s5_30_up	A32	A43	s4_2852_4720	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0104989	0.0572387	0.908165	0.0112488	0.0128484	A32
A11	s4_24_30	A32	A42	s4_2852_4720	A61	A73	s2_2_3	A91	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A14	s1_below_12	A32	A40	s2_1262_1906	A61	A73	s2_2_3	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A12	s2_12_15	A32	A43	s1_below_1262	A61	A72	s3_3_up	A94	A103	s1_below_2	A121	s2_26_30	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0369693	0.0724296	0.853781	0.0201651	0.0166551	A32
A11	s2_12_15	A32	A46	s1_below_1262	A65	A73	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A141	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.0476273	0.559864	0.345073	0.0259785	0.0214567	A31
A14	s2_12_15	A32	A43	s1_below_1262	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A141	A152	s2_2_up	A173	s1_below_2	A191	A201	1	0.129186	0.0421831	0.204747	0.129186	0.494698	A34
A14	s4_24_30	A33	A49	s4_2852_4720	A65	A73	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A173	s2_2_up	A192	A201	0	0.0253918	0.0125848	0.340291	0.435287	0.186446	A33
